case_type,sample_id,user_history_truncated,candidate_pool,target_item_id,predicted_ranked_item_ids,target_rank,NDCG,MRR,parse_success,failure_reason,raw_output_truncated
rank2_3,beauty_test_AE3X7PNUWXQU6FZQLQGIA6ZT45QA_listwise,"[{""item_id"": ""B08G15JBYN"", ""title"": ""Butterfly Nail Art Decals Water Transfer Stickers, 22 Sheets Butterfly Nail Sticker DIY Nail Decals, 2 Set Butterfly Nail Glitter Holographic Stickers Reflected Butterfly Designs for Nails Supply"", ""text"": ""Title: Butterfly Nail Art Decals Water Transfer Stickers, 22 Sheets Butterfly Nail Sticker DIY Nail Decals, 2 Set Butterfly Nail Glitter Holographic Stickers Reflected Butterfly Designs for Nails Supply"", ""text_missing"": false, ""text_fallback_used"": false,","[""B09B3KGCM1"", ""B091DF3MPN"", ""B09Y1Z581L"", ""B0BP67SKBN"", ""B08G4VWFNS"", ""B085NYYLQ8""]",B091DF3MPN,"[""B09B3KGCM1"", ""B091DF3MPN"", ""B09Y1Z581L"", ""B0BP67SKBN"", ""B08G4VWFNS"", ""B085NYYLQ8""]",2,0.6309297535714575,0.5,True,,"{""ranked_item_ids"":[""B09B3KGCM1"",""B091DF3MPN"",""B09Y1Z581L"",""B0BP67SKBN"",""B08G4VWFNS"",""B085NYYLQ8""]}"
rank2_3,beauty_test_AE4LTXTD5TUPPWFKDGRYWTPS7BRA_listwise,"[{""item_id"": ""B087GB8ZRF"", ""title"": ""Poly Nail Gel Kit, 7 Colors Nail Extension Gel with UV Lamp, Poly Extension Decoration Kit, Base Top Coat Set with Rhinestone, Nail Molds, Nail Art Gel Kits for Home DIY Manicure, Blue Nude Series"", ""text"": ""Title: Poly Nail Gel Kit, 7 Colors Nail Extension Gel with UV Lamp, Poly Extension Decoration Kit, Base Top Coat Set with Rhinestone, Nail Molds, Nail Art Gel Kits for Home DIY Manicure, Blue Nude Series"", ""text_missing"": false, ""text_fallback_used"": fals","[""B087QYY7P5"", ""B07H3SC9XX"", ""B07LCF4BK5"", ""B08C71WBLC"", ""B00L4HJX7O"", ""B08BMV4C42""]",B087QYY7P5,"[""B08BMV4C42"", ""B087QYY7P5"", ""B07H3SC9XX"", ""B07LCF4BK5"", ""B08C71WBLC"", ""B00L4HJX7O""]",2,0.6309297535714575,0.5,True,,"{""ranked_item_ids"":[""B08BMV4C42"",""B087QYY7P5"",""B07H3SC9XX"",""B07LCF4BK5"",""B08C71WBLC"",""B00L4HJX7O""]}"
rank2_3,beauty_test_AE5XXWK5FGU62ROWKSF2VR2EAI7Q_listwise,"[{""item_id"": ""B07K1QJH5P"", ""title"": ""Mane Tame Deluxe Pomade 3.3oz/97mL - Firm Hold, Medium Shine - Made in USA, Water-Based, Combable, Rinses Out Easily, BARBER RECOMMENDED - Best used on dry hair"", ""text"": ""Title: Mane Tame Deluxe Pomade 3.3oz/97mL - Firm Hold, Medium Shine - Made in USA, Water-Based, Combable, Rinses Out Easily, BARBER RECOMMENDED - Best used on dry hair"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B08JP74M51"", ""title"": ""Bold ","[""B08LZLBXYT"", ""B089SVZ3NP"", ""B07HN1L8NQ"", ""B09YRZG8T8"", ""B07DSC4X3K"", ""B07GHPCT6T""]",B089SVZ3NP,"[""B08LZLBXYT"", ""B089SVZ3NP"", ""B07HN1L8NQ"", ""B09YRZG8T8"", ""B07DSC4X3K"", ""B07GHPCT6T""]",2,0.6309297535714575,0.5,True,,"{""ranked_item_ids"":[""B08LZLBXYT"",""B089SVZ3NP"",""B07HN1L8NQ"",""B09YRZG8T8"",""B07DSC4X3K"",""B07GHPCT6T""]}"
rank2_3,beauty_test_AE647AXNLY7Z2QEWUPYUPY7UO6WQ_listwise,"[{""item_id"": ""B085MCMZLX"", ""title"": ""EMMOR Long Ombre Brown Wig for Women - 23 Inch Natural Synthetic Straight Hair Middle Part With Air Bang Wigs Dark Root, Party Cosplay Daily Use"", ""text"": ""Title: EMMOR Long Ombre Brown Wig for Women - 23 Inch Natural Synthetic Straight Hair Middle Part With Air Bang Wigs Dark Root, Party Cosplay Daily Use"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B086JDDTKR"", ""title"": ""Ice Roller for Face & Eye by Charmlil","[""B08FMKPW75"", ""B0888CX245"", ""B097YYB2GV"", ""B0892LX4LX"", ""B08M5MQP59"", ""B0BHWJ7BBJ""]",B0888CX245,"[""B08FMKPW75"", ""B0888CX245"", ""B097YYB2GV"", ""B0892LX4LX"", ""B08M5MQP59"", ""B0BHWJ7BBJ""]",2,0.6309297535714575,0.5,True,,"{""ranked_item_ids"":[""B08FMKPW75"",""B0888CX245"",""B097YYB2GV"",""B0892LX4LX"",""B08M5MQP59"",""B0BHWJ7BBJ""]}"
rank2_3,beauty_test_AEAPEDV2ECKELKIH26SR6DIB7S3A_listwise,"[{""item_id"": ""B086MN4SRX"", ""title"": ""Pretty Frank Natural Deodorant Jar- No Aluminum Deodorant for Women, Men, Teens, & Kids – Paraben Sulfate Free Cream Deodorant with Shea Butter, Coconut Oil, Vitamin E & Baking Soda (Jasmine)"", ""text"": ""Title: Pretty Frank Natural Deodorant Jar- No Aluminum Deodorant for Women, Men, Teens, & Kids – Paraben Sulfate Free Cream Deodorant with Shea Butter, Coconut Oil, Vitamin E & Baking Soda (Jasmine)"", ""text_missing"": false, ""text_fallback_used"": false, ""text_s","[""B09V81J6NZ"", ""B08KHSB33G"", ""B08ZS8RLM8"", ""B0752ZGG15"", ""B07W4DHYLK"", ""B0855L611L""]",B08KHSB33G,"[""B08ZS8RLM8"", ""B09V81J6NZ"", ""B08KHSB33G"", ""B0752ZGG15"", ""B07W4DHYLK"", ""B0855L611L""]",3,0.5,0.3333333333333333,True,,"{""ranked_item_ids"":[""B08ZS8RLM8"",""B09V81J6NZ"",""B08KHSB33G"",""B0752ZGG15"",""B07W4DHYLK"",""B0855L611L""]}"
rank2_3,beauty_test_AEB2IM7SDC6STXDK4X5WO5U4GN4Q_listwise,"[{""item_id"": ""B08BYKQS9S"", ""title"": ""Amtidy Solid Color Vintage Modern Style Elastic Women's Rhinestone Crown Tiara, Bridal Wedding Dance Party Birthday Party Women's Headband Tiara, Queen Tiara With Comb（Silver）"", ""text"": ""Title: Amtidy Solid Color Vintage Modern Style Elastic Women's Rhinestone Crown Tiara, Bridal Wedding Dance Party Birthday Party Women's Headband Tiara, Queen Tiara With Comb（Silver）"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"":","[""B0B7DQ98PR"", ""B08J49TCX6"", ""B08KHRF9NY"", ""B08LCB741R"", ""B08NC4378M"", ""B095RYVQV4""]",B08J49TCX6,"[""B08KHRF9NY"", ""B0B7DQ98PR"", ""B08J49TCX6"", ""B08LCB741R"", ""B08NC4378M"", ""B095RYVQV4""]",3,0.5,0.3333333333333333,True,,"{""ranked_item_ids"":[""B08KHRF9NY"",""B0B7DQ98PR"",""B08J49TCX6"",""B08LCB741R"",""B08NC4378M"",""B095RYVQV4""]}"
rank2_3,beauty_test_AEC6IZVI2NGFBCIYVD4X5MDGB6DQ_1_listwise,"[{""item_id"": ""B093JGCRWX"", ""title"": ""The Vegan Glow Quinoa Protein Shampoo Bar | EWG Verified | Vegetable proteins from Quinoa & Soybeans"", ""text"": ""Title: The Vegan Glow Quinoa Protein Shampoo Bar | EWG Verified | Vegetable proteins from Quinoa & Soybeans"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B095CG2ZV1"", ""title"": ""Bath Bombs Gift Set, Bath Bomb Gift for Women with Rose Petals, Lavender Scent 5pc Handmade Bubble Bath Gift Box with Soap & ","[""B0881MBQQF"", ""B09778FRVQ"", ""B0971Z28DS"", ""B09Y1RRM72"", ""B09NV6JY1Y"", ""B07MN1KJ15""]",B09778FRVQ,"[""B09NV6JY1Y"", ""B0881MBQQF"", ""B09778FRVQ"", ""B0971Z28DS"", ""B09Y1RRM72"", ""B07MN1KJ15""]",3,0.5,0.3333333333333333,True,,"{""ranked_item_ids"":[""B09NV6JY1Y"",""B0881MBQQF"",""B09778FRVQ"",""B0971Z28DS"",""B09Y1RRM72"",""B07MN1KJ15""]}"
rank2_3,beauty_test_AECJWYAOJ34RILHGK2CKU42UOVKA_listwise,"[{""item_id"": ""B07RP9FXLW"", ""title"": ""UV Light for Nails,LKE Curing Lamp for Gel Nail Polish 54W UV Led Light Gel Nail Starter Kit Nail Dryer Accessories"", ""text"": ""Title: UV Light for Nails,LKE Curing Lamp for Gel Nail Polish 54W UV Led Light Gel Nail Starter Kit Nail Dryer Accessories"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B07KGHL397"", ""title"": ""Gentle Steam Eye Heat Mask, Hawwwy 10 Pack, The Best Heating Eye Mask, Just Put-On and Relax, R","[""B08GNZBRCT"", ""B08CMQHW3P"", ""B0BTJ6SYKB"", ""B08PQ6YXSH"", ""B08MPK4JRB"", ""B08HVRP54L""]",B0BTJ6SYKB,"[""B08GNZBRCT"", ""B08CMQHW3P"", ""B0BTJ6SYKB"", ""B08PQ6YXSH"", ""B08MPK4JRB"", ""B08HVRP54L""]",3,0.5,0.3333333333333333,True,,"{""ranked_item_ids"":[""B08GNZBRCT"",""B08CMQHW3P"",""B0BTJ6SYKB"",""B08PQ6YXSH"",""B08MPK4JRB"",""B08HVRP54L""]}"
rank2_3,beauty_test_AEDPMA3WGX6KUFWYHEWV27EKRBGQ_listwise,"[{""item_id"": ""B09CFTB411"", ""title"": ""Janier Nail Tips and Glue Gel Kit,2 In 1 Nail Glue Base Coat&Top Coat with Long Coffin False Clear Half Cover Fake Nail and UV LED Nail Lamp for Nail Extension DIY Nail Art…"", ""text"": ""Title: Janier Nail Tips and Glue Gel Kit,2 In 1 Nail Glue Base Coat&Top Coat with Long Coffin False Clear Half Cover Fake Nail and UV LED Nail Lamp for Nail Extension DIY Nail Art… Description: 1"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, ","[""B075M9L47N"", ""B0BFJ87BW5"", ""B01M7UMAUG"", ""B012Q9NGE4"", ""B088LPYXNQ"", ""B08DK4NDM3""]",B0BFJ87BW5,"[""B08DK4NDM3"", ""B075M9L47N"", ""B0BFJ87BW5"", ""B01M7UMAUG"", ""B012Q9NGE4"", ""B088LPYXNQ""]",3,0.5,0.3333333333333333,True,,"{""ranked_item_ids"":[""B08DK4NDM3"",""B075M9L47N"",""B0BFJ87BW5"",""B01M7UMAUG"",""B012Q9NGE4"",""B088LPYXNQ""]}"
rank2_3,beauty_test_AEE2XLIZKYGXRYGJG4AZEEL5VHUQ_listwise,"[{""item_id"": ""B086VK22QT"", ""title"": ""20 PCS Zoostliss Nail Polish Remover Clips"", ""text"": ""Title: 20 PCS Zoostliss Nail Polish Remover Clips"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B087J3H22J"", ""title"": ""NEW Challenger Men's Rinse Free Hand Wash - 1oz - Portable, 30% Alcohol Hand Wash both Cleans & Moisturizes. Hydrates Hands, Forearms, & Skin - Cleansing 30% Alc. Based Formula Washes and Nourishes"", ""text"": ""Title: NEW Challenger Men's Rins","[""B0BTTRRH98"", ""B09K77RBHB"", ""B08WHBSK6R"", ""B08RMZXNH8"", ""B07KGHL397"", ""B09C1S6LSV""]",B09K77RBHB,"[""B08RMZXNH8"", ""B0BTTRRH98"", ""B09K77RBHB"", ""B08WHBSK6R"", ""B07KGHL397"", ""B09C1S6LSV""]",3,0.5,0.3333333333333333,True,,"{""ranked_item_ids"":[""B08RMZXNH8"",""B0BTTRRH98"",""B09K77RBHB"",""B08WHBSK6R"",""B07KGHL397"",""B09C1S6LSV""]}"
rank2_3,beauty_test_AEFDIVNWWBP2IEEPXCTIRWCIPWSA_listwise,"[{""item_id"": ""B007VXJK6E"", ""title"": ""Oral-B Smartseries 4000 Professional Care Rechargeable Electric Toothbrush"", ""text"": ""Title: Oral-B Smartseries 4000 Professional Care Rechargeable Electric Toothbrush Description: Product Description Experience the future of oral care. Oral-B Professional Care Smart Series 4000 Rechargeable Electric Toothbrush (formerly known as the Oral-B Triumph), provides extraordinary cleaning and improves brushing habits. Amazon.com Experience the future of oral care wi","[""B09473GGM4"", ""B08C72C56Z"", ""B087ZQG11L"", ""B08DX6B4QN"", ""B07YS9W97B"", ""B08L4HTQ3R""]",B09473GGM4,"[""B08C72C56Z"", ""B09473GGM4"", ""B087ZQG11L"", ""B08DX6B4QN"", ""B07YS9W97B"", ""B08L4HTQ3R""]",2,0.6309297535714575,0.5,True,,"{""ranked_item_ids"":[""B08C72C56Z"",""B09473GGM4"",""B087ZQG11L"",""B08DX6B4QN"",""B07YS9W97B"",""B08L4HTQ3R""]}"
rank2_3,beauty_test_AEFU6XKGH6J4ZIYTVVBGEDUCTZHQ_listwise,"[{""item_id"": ""B086GST51S"", ""title"": ""3D Mink Eyelashes Natural Long Lashes 2 in 1 Self-adhesive Eyeliner Instead of Adhesive 5 Different Styles Pairs Kits Sets with Tweezers , NO NEED GLUE"", ""text"": ""Title: 3D Mink Eyelashes Natural Long Lashes 2 in 1 Self-adhesive Eyeliner Instead of Adhesive 5 Different Styles Pairs Kits Sets with Tweezers , NO NEED GLUE"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B089KBMST6"", ""title"": ""Mini Rubber Bands Soft ","[""B09YRZG8T8"", ""B0B3NCXPVF"", ""B08T5RVSD9"", ""B07JCYGJC3"", ""B0949MJRHK"", ""B07XF5F1X9""]",B08T5RVSD9,"[""B0B3NCXPVF"", ""B09YRZG8T8"", ""B08T5RVSD9"", ""B07JCYGJC3"", ""B0949MJRHK"", ""B07XF5F1X9""]",3,0.5,0.3333333333333333,True,,"{""ranked_item_ids"":[""B0B3NCXPVF"",""B09YRZG8T8"",""B08T5RVSD9"",""B07JCYGJC3"",""B0949MJRHK"",""B07XF5F1X9""]}"
rank2_3,beauty_test_AEHMQSTB6ESWFAT4AHROTV6M7VWA_listwise,"[{""item_id"": ""B07S9H98QF"", ""title"": ""Mountain Falls Nourishing Nail Polish Remover for Natural Nails, with Vitamin E and Panthenol, 6 Fluid Ounce"", ""text"": ""Title: Mountain Falls Nourishing Nail Polish Remover for Natural Nails, with Vitamin E and Panthenol, 6 Fluid Ounce Description: Don't wait for your next spa day to treat yourself. Mountain Falls Nourishing Nail Polish Remover has been carefully formulated to quickly and gently care for your nails. The salon quality formula softens cuticles ","[""B087PJ121M"", ""B087F14JSH"", ""B0BF8YNJPS"", ""B096YFBWGX"", ""B08V8JDTLM"", ""B07FPS2VFK""]",B087PJ121M,"[""B087F14JSH"", ""B087PJ121M"", ""B0BF8YNJPS"", ""B096YFBWGX"", ""B08V8JDTLM"", ""B07FPS2VFK""]",2,0.6309297535714575,0.5,True,,"{""ranked_item_ids"":[""B087F14JSH"",""B087PJ121M"",""B0BF8YNJPS"",""B096YFBWGX"",""B08V8JDTLM"",""B07FPS2VFK""]}"
rank2_3,beauty_test_AEI77FRGYVNL3P7GNBBK76XHCU5A_listwise,"[{""item_id"": ""B07FM69672"", ""title"": ""TRESemmé Botanique Shampoo and Conditioner Four Pack, Nourish & Replenish, 88 oz"", ""text"": ""Title: TRESemmé Botanique Shampoo and Conditioner Four Pack, Nourish & Replenish, 88 oz"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B07J3GH1W1"", ""title"": ""Manicure and Pedicure Nail Clipper from POWERGROOMING - Powerful Trimmer for Thick and Thin Finger Nails and Toe Nails - Included Nail File and\""Catcher\"" for Easy C","[""B08W8LKLHB"", ""B0B34JGPR4"", ""B083TLNBJJ"", ""B08R3Z6W4T"", ""B0B1M771DJ"", ""B09L83YMXF""]",B08W8LKLHB,"[""B0B1M771DJ"", ""B08W8LKLHB"", ""B0B34JGPR4"", ""B083TLNBJJ"", ""B08R3Z6W4T"", ""B09L83YMXF""]",2,0.6309297535714575,0.5,True,,"{""ranked_item_ids"":[""B0B1M771DJ"",""B08W8LKLHB"",""B0B34JGPR4"",""B083TLNBJJ"",""B08R3Z6W4T"",""B09L83YMXF""]}"
rank2_3,beauty_test_AEIW7GMVHQ4HBUXTTYEMHEMADUMQ_listwise,"[{""item_id"": ""B07J3GH1W1"", ""title"": ""Manicure and Pedicure Nail Clipper from POWERGROOMING - Powerful Trimmer for Thick and Thin Finger Nails and Toe Nails - Included Nail File and\""Catcher\"" for Easy Cleanup (1 Pack)"", ""text"": ""Title: Manicure and Pedicure Nail Clipper from POWERGROOMING - Powerful Trimmer for Thick and Thin Finger Nails and Toe Nails - Included Nail File and\""Catcher\"" for Easy Cleanup (1 Pack)"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {","[""B08D4X4W22"", ""B08HVRP54L"", ""B086Q2J3F2"", ""B07PPLGRM2"", ""B08ZYKQ3D3"", ""B08693T3XR""]",B08HVRP54L,"[""B08ZYKQ3D3"", ""B08D4X4W22"", ""B08HVRP54L"", ""B086Q2J3F2"", ""B07PPLGRM2"", ""B08693T3XR""]",3,0.5,0.3333333333333333,True,,"{""ranked_item_ids"":[""B08ZYKQ3D3"",""B08D4X4W22"",""B08HVRP54L"",""B086Q2J3F2"",""B07PPLGRM2"",""B08693T3XR""]}"
rank2_3,beauty_test_AEJASEICM46VPW4UGSLZIQIVMJCQ_listwise,"[{""item_id"": ""B01MTQW0BK"", ""title"": ""Wahl Smart Shave Rechargeable lithium ion wet / dry water proof foil shaver for men. Smartshave technology for shaving, trimming, and wet or dry shave with precision ground trimmer blade #7061-900"", ""text"": ""Title: Wahl Smart Shave Rechargeable lithium ion wet / dry water proof foil shaver for men. Smartshave technology for shaving, trimming, and wet or dry shave with precision ground trimmer blade #7061-900"", ""text_missing"": false, ""text_fallback_used"": fals","[""B088NVJSJT"", ""B08DX6B4QN"", ""B0752ZGG15"", ""B09NVT7GGD"", ""B08KNVV18L"", ""B099NG1NKV""]",B0752ZGG15,"[""B088NVJSJT"", ""B08DX6B4QN"", ""B0752ZGG15"", ""B09NVT7GGD"", ""B08KNVV18L"", ""B099NG1NKV""]",3,0.5,0.3333333333333333,True,,"{""ranked_item_ids"":[""B088NVJSJT"",""B08DX6B4QN"",""B0752ZGG15"",""B09NVT7GGD"",""B08KNVV18L"",""B099NG1NKV""]}"
rank2_3,beauty_test_AEK6S3VTX6ILWLZYNGHE2KH3AQUA_listwise,"[{""item_id"": ""B08P4YQ3K5"", ""title"": ""Facial Steamer with Portable Mini Cold Facial Mister, Face Steamer for Facial Deep Cleaning, Nano Ionic Face Hot Steaming Machine for Home Facials Personal Moisturizing Skincare Beauty"", ""text"": ""Title: Facial Steamer with Portable Mini Cold Facial Mister, Face Steamer for Facial Deep Cleaning, Nano Ionic Face Hot Steaming Machine for Home Facials Personal Moisturizing Skincare Beauty"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metad","[""B08BLKFGND"", ""B082XHLYZ5"", ""B07J1LYVHC"", ""B09SPPL7S4"", ""B095RYVQV4"", ""B08KHSB33G""]",B082XHLYZ5,"[""B08KHSB33G"", ""B08BLKFGND"", ""B082XHLYZ5"", ""B07J1LYVHC"", ""B09SPPL7S4"", ""B095RYVQV4""]",3,0.5,0.3333333333333333,True,,"{""ranked_item_ids"":[""B08KHSB33G"",""B08BLKFGND"",""B082XHLYZ5"",""B07J1LYVHC"",""B09SPPL7S4"",""B095RYVQV4""]}"
rank_gt3,beauty_test_AE2IGWDKOWONDB3FQFX3STYGWCNQ_listwise,"[{""item_id"": ""B08CXWTK1G"", ""title"": ""Women's Pleated Scarves Pashmina Shawl Wraps for Wedding Bride Bridesmaid Gifts (Black)"", ""text"": ""Title: Women's Pleated Scarves Pashmina Shawl Wraps for Wedding Bride Bridesmaid Gifts (Black)"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B08DX6B4QN"", ""title"": ""Laloirelle Age Defy Face Oil - Virgin Marula Oil, Rosehip Oil Infused with Organic Reishi Mushroom, Ginseng, Cordyceps Mushroom - Organic Facial Oil fo","[""B089SVZ3NP"", ""B08H4SYXR4"", ""B08PVH18Z6"", ""B07TVBW1HT"", ""B0B4JPGX8P"", ""B084VCJY8D""]",B0B4JPGX8P,"[""B08H4SYXR4"", ""B089SVZ3NP"", ""B08PVH18Z6"", ""B07TVBW1HT"", ""B0B4JPGX8P"", ""B084VCJY8D""]",5,0.38685280723454163,0.2,True,,":{""ranked_item_ids"":[""B08H4SYXR4"",""B089SVZ3NP"",""B08PVH18Z6"",""B07TVBW1HT"",""B0B4JPGX8P"",""B084VCJY8D""]}"
rank_gt3,beauty_test_AE36LRYPZ5CH65WBMP2UUJZPTF5A_listwise,"[{""item_id"": ""B08CXWTK1G"", ""title"": ""Women's Pleated Scarves Pashmina Shawl Wraps for Wedding Bride Bridesmaid Gifts (Black)"", ""text"": ""Title: Women's Pleated Scarves Pashmina Shawl Wraps for Wedding Bride Bridesmaid Gifts (Black)"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B08BLKFGND"", ""title"": ""YsesoAi 28 Pcs Hair Curlers Spiral Curls No Heat Wave Hair Curlers Styling Kit Spiral Hair Curlers Magic Hair Rollers with 2 Pieces Styling Hooks for M","[""B08N5NDVGH"", ""B08YYKWXX4"", ""B09S6VFV48"", ""B08BB3P4VQ"", ""B08GKNDPGC"", ""B08GMW3HNG""]",B08GMW3HNG,"[""B08GKNDPGC"", ""B08N5NDVGH"", ""B08YYKWXX4"", ""B09S6VFV48"", ""B08BB3P4VQ"", ""B08GMW3HNG""]",6,0.3562071871080222,0.16666666666666666,True,,"{""ranked_item_ids"":[""B08GKNDPGC"",""B08N5NDVGH"",""B08YYKWXX4"",""B09S6VFV48"",""B08BB3P4VQ"",""B08GMW3HNG""]}"
rank_gt3,beauty_test_AE3IGJOPJP6LFXEJTIXFJVSJLILA_listwise,"[{""item_id"": ""B07F8PCLDV"", ""title"": ""Hair Straightener, Flat Iron for Hair Styling, 2 in 1 Hair Curling and Straightening Tool, Non-Damage Floating Ceramic Plates, Adjustable Temperature 300°F-450°F for All Hair Types and Lengths"", ""text"": ""Title: Hair Straightener, Flat Iron for Hair Styling, 2 in 1 Hair Curling and Straightening Tool, Non-Damage Floating Ceramic Plates, Adjustable Temperature 300°F-450°F for All Hair Types and Lengths Description: If you’ve ever had your ‘do coiffed by a profe","[""B08G4VWFNS"", ""B094771J4S"", ""B09C6P3174"", ""B082VYX7G8"", ""B0B7ZSY2P6"", ""B08DK74M1P""]",B0B7ZSY2P6,"[""B08G4VWFNS"", ""B094771J4S"", ""B09C6P3174"", ""B082VYX7G8"", ""B0B7ZSY2P6"", ""B08DK74M1P""]",5,0.38685280723454163,0.2,True,,"{""ranked_item_ids"":[""B08G4VWFNS"",""B094771J4S"",""B09C6P3174"",""B082VYX7G8"",""B0B7ZSY2P6"",""B08DK74M1P""]}"
rank_gt3,beauty_test_AE3LUVAAITFJIUTWBMRPHDQOCOFQ_listwise,"[{""item_id"": ""B085RQKWNF"", ""title"": ""lorelo 4 Pieces Nail Dotting Pen, Dual-ended Nail Dotting Pen Liner Brush Nail Art Point Drill Drawing Tools Set Nail Art DIY Decoration Tool"", ""text"": ""Title: lorelo 4 Pieces Nail Dotting Pen, Dual-ended Nail Dotting Pen Liner Brush Nail Art Point Drill Drawing Tools Set Nail Art DIY Decoration Tool"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B08C72C56Z"", ""title"": ""Nail Files 16 Pcs, Double Sided Emery Board","[""B07XM9KWNH"", ""B0BQQ5L942"", ""B08GCJZW9V"", ""B0BC87LQ7Q"", ""B08DX9P6V1"", ""B00OXDWFG2""]",B0BC87LQ7Q,"[""B08DX9P6V1"", ""B07XM9KWNH"", ""B0BQQ5L942"", ""B08GCJZW9V"", ""B0BC87LQ7Q"", ""B00OXDWFG2""]",5,0.38685280723454163,0.2,True,,"{""ranked_item_ids"":[""B08DX9P6V1"",""B07XM9KWNH"",""B0BQQ5L942"",""B08GCJZW9V"",""B0BC87LQ7Q"",""B00OXDWFG2""]}"
rank_gt3,beauty_test_AE3UKETTR77J4LM2ZE4AEUC4L6KA_listwise,"[{""item_id"": ""B08R3F946X"", ""title"": ""LXIANGN Nail Glass Cup With Lid Cute Dappen Dishes 2PCS Heart Shaped Bowl Glass Mini Crystal Bowls for Nail Art Manicure Care Tools"", ""text"": ""Title: LXIANGN Nail Glass Cup With Lid Cute Dappen Dishes 2PCS Heart Shaped Bowl Glass Mini Crystal Bowls for Nail Art Manicure Care Tools"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B093H28PD4"", ""title"": ""BQAN 2 Pieces Wax Pencil for Rhinestones, Dual-ended Rhinestone","[""B07PHWX88W"", ""B07H3S8WTV"", ""B07RBSLNFR"", ""B08CXWTK1G"", ""B08CZM3GH3"", ""B0B6QK5ML2""]",B0B6QK5ML2,"[""B07PHWX88W"", ""B07H3S8WTV"", ""B07RBSLNFR"", ""B08CXWTK1G"", ""B08CZM3GH3"", ""B0B6QK5ML2""]",6,0.3562071871080222,0.16666666666666666,True,,"{""ranked_item_ids"":[""B07PHWX88W"",""B07H3S8WTV"",""B07RBSLNFR"",""B08CXWTK1G"",""B08CZM3GH3"",""B0B6QK5ML2""]}"
rank_gt3,beauty_test_AE4ECHUF4STGEQ6AQ5GI2SSJ5BTA_listwise,"[{""item_id"": ""B09VB59RFG"", ""title"": ""LOVE CINEMA Mascara 222"", ""text"": ""Title: LOVE CINEMA Mascara 222"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B09XF4WD3V"", ""title"": ""HMPRT 80s Costumes for Men, Halloween Heavy Metal Rocker Wig with Trucker Hat, Black T-Shirt Outfit, 90s Accessories Blow Up Guitar Music Costume Prop,L"", ""text"": ""Title: HMPRT 80s Costumes for Men, Halloween Heavy Metal Rocker Wig with Trucker Hat, Black T-Shirt Outfit, 90s Acc","[""B09LXDDCMR"", ""B0BCHJ9MT1"", ""B07YNH56W5"", ""B0B5XFVSXY"", ""B08DK4NDM3"", ""B09G22586Y""]",B0B5XFVSXY,"[""B0BCHJ9MT1"", ""B09LXDDCMR"", ""B07YNH56W5"", ""B0B5XFVSXY"", ""B08DK4NDM3"", ""B09G22586Y""]",4,0.43067655807339306,0.25,True,,"{""ranked_item_ids"":[""B0BCHJ9MT1"",""B09LXDDCMR"",""B07YNH56W5"",""B0B5XFVSXY"",""B08DK4NDM3"",""B09G22586Y""]}"
